icd10_id,icd10_lbl,mondo_id,mondo_lbl,mondo_score,hb_id,hb_lbl,hp_score
Q528,Other specified congenital malformations of female genitalia,http://purl.obolibrary.org/obo/HP_0000008,Abnormal morphology of female internal genitalia,5,http://purl.obolibrary.org/obo/HP_0000008,Abnormal morphology of female internal genitalia,5
Q529,"Congenital malformation of female genitalia, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q53,Undescended and ectopic testicle,http://purl.obolibrary.org/obo/CHEBI_78616,carbohydrates and carbohydrate derivatives,3,http://purl.obolibrary.org/obo/HP_0000028,Undescended testes,3
Q530,Ectopic testis,http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,1,http://purl.obolibrary.org/obo/HP_6000460,Ectopic testis,0
Q5300,"Ectopic testis, unspecified",http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,2,http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,2
Q5301,"Ectopic testis, unilateral",http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,2,http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,2
Q5302,"Ectopic testes, bilateral",http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,2,http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,2
Q531,"Undescended testicle, unilateral",http://purl.obolibrary.org/obo/MONDO_0002107,"hyperactive labyrinth, unilateral",2,http://purl.obolibrary.org/obo/HP_0000028,Undescended testes,2
Q5310,"Unspecified undescended testicle, unilateral",http://purl.obolibrary.org/obo/MONDO_0002107,"hyperactive labyrinth, unilateral",3,http://purl.obolibrary.org/obo/HP_0006549,"Primary pulmonary dysgenesis, unilateral",3
Q5311,"Abdominal testis, unilateral",http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,2,http://purl.obolibrary.org/obo/HP_0001538,Abdominal protuberance,2
Q53111,Unilateral intraabdominal testis,http://purl.obolibrary.org/obo/HP_0008993,Increased intraabdominal fat,2,http://purl.obolibrary.org/obo/HP_0000028,Undescended testis,2
Q53112,Unilateral inguinal testis,http://purl.obolibrary.org/obo/MONDO_0000746,obsolete inguinal hernia,2,http://purl.obolibrary.org/obo/HP_0000028,Undescended testis,2
Q5312,"Ectopic perineal testis, unilateral",http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,3,http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,3
Q5313,Unilateral high scrotal testis,http://purl.obolibrary.org/obo/CL_0002019,Ly-76 high reticulocyte,3,http://purl.obolibrary.org/obo/HP_0000028,Undescended testis,3
Q532,"Undescended testicle, bilateral",http://purl.obolibrary.org/obo/MONDO_0001897,"hyperactive labyrinth, bilateral",2,http://purl.obolibrary.org/obo/HP_0000028,Undescended testes,2
Q5320,"Undescended testicle, unspecified, bilateral",http://purl.obolibrary.org/obo/MONDO_0001897,"hyperactive labyrinth, bilateral",3,http://purl.obolibrary.org/obo/HP_0000028,Undescended testes,3
Q5321,"Abdominal testis, bilateral",http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,2,http://purl.obolibrary.org/obo/HP_0000519,"Congenital cataracts, bilateral",2
Q53211,Bilateral intraabdominal testes,http://purl.obolibrary.org/obo/HP_0002069,Bilateral tonic-clonic seizure,2,http://purl.obolibrary.org/obo/HP_0000028,Undescended testes,2
Q53212,Bilateral inguinal testes,http://purl.obolibrary.org/obo/HP_0002069,Bilateral tonic-clonic seizure,2,http://purl.obolibrary.org/obo/HP_0000028,Undescended testes,2
Q5322,"Ectopic perineal testis, bilateral",http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,3,http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,3
Q5323,Bilateral high scrotal testes,http://purl.obolibrary.org/obo/CL_0002019,Ly-76 high reticulocyte,3,http://purl.obolibrary.org/obo/HP_0000028,Undescended testes,3
Q539,"Undescended testicle, unspecified",http://purl.obolibrary.org/obo/MONDO_0001268,"gingival recession, unspecified",2,http://purl.obolibrary.org/obo/HP_0000028,Undescended testes,2
Q54,Hypospadias,http://purl.obolibrary.org/obo/HP_0000047,Hypospadias,0,http://purl.obolibrary.org/obo/HP_0000047,Hypospadias,0
Q540,"Hypospadias, balanic",http://identifiers.org/hgnc/10001,RGS5,2,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q541,"Hypospadias, penile",http://identifiers.org/hgnc/10001,RGS5,2,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q542,"Hypospadias, penoscrotal",http://identifiers.org/hgnc/10001,RGS5,2,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q543,"Hypospadias, perineal",http://identifiers.org/hgnc/10001,RGS5,2,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q544,Congenital chordee,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q548,Other hypospadias,http://purl.obolibrary.org/obo/HP_0003244,Penile hypospadias,1,http://purl.obolibrary.org/obo/HP_0000051,Perineal hypospadias,1
Q549,"Hypospadias, unspecified",http://purl.obolibrary.org/obo/MONDO_0003472,"pediculosis, unspecified",1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q55,Other congenital malformations of male genital organs,http://purl.obolibrary.org/obo/MONDO_0001496,stricture of male genital organs,3,http://purl.obolibrary.org/obo/HP_0000025,Functional abnormality of male internal genitalia,5
Q550,Absence and aplasia of testis,http://purl.obolibrary.org/obo/MONDO_0001415,atrophy of testis,3,http://purl.obolibrary.org/obo/HP_0000528,Absence of eyeballs,3
Q551,Hypoplasia of testis and scrotum,http://purl.obolibrary.org/obo/ENVO_01001620,mass of ice and snow,3,http://purl.obolibrary.org/obo/HP_0000013,Hypoplasia of the uterus,3
Q552,Other and unspecified congenital malformations of testis and scrotum,http://purl.obolibrary.org/obo/MONDO_0001628,cellulitis and abscess of finger and toe,6,http://purl.obolibrary.org/obo/HP_0000045,Abnormality of the scrotum,7
Q5520,Unspecified congenital malformations of testis and scrotum,http://purl.obolibrary.org/obo/MONDO_0007110,"anemia, congenital hypoplastic, of Blackfan and Diamond",4,http://purl.obolibrary.org/obo/HP_0000045,Abnormality of the scrotum,5
Q5521,Polyorchism,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q5522,Retractile testis,http://purl.obolibrary.org/obo/MONDO_0003669,seminoma testis,1,http://purl.obolibrary.org/obo/HP_0012646,Retractile testis,0
Q5523,Scrotal transposition,http://purl.obolibrary.org/obo/MONDO_0000153,complete transposition,1,http://purl.obolibrary.org/obo/HP_0000046,Scrotal hypoplasia,1
Q5529,Other congenital malformations of testis and scrotum,http://purl.obolibrary.org/obo/MONDO_0007110,"anemia, congenital hypoplastic, of Blackfan and Diamond",4,http://purl.obolibrary.org/obo/HP_0000045,Abnormality of the scrotum,5
Q553,Atresia of vas deferens,http://purl.obolibrary.org/obo/UBERON_0001000,vas deferens,2,http://purl.obolibrary.org/obo/HP_0030997,Atresia of the vas deferens,1
Q554,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",http://purl.obolibrary.org/obo/MONDO_0007110,"anemia, congenital hypoplastic, of Blackfan and Diamond",8,http://purl.obolibrary.org/obo/HP_0000024,Inflammation of the prostate,9
Q555,Congenital absence and aplasia of penis,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q556,Other congenital malformations of penis,http://purl.obolibrary.org/obo/MONDO_0018846,congenital absence of penis,2,http://purl.obolibrary.org/obo/HP_0008736,Hypoplasia of penis,3
Q5561,Curvature of penis (lateral),http://purl.obolibrary.org/obo/HP_0008736,Hypoplasia of penis,2,http://purl.obolibrary.org/obo/HP_0004209,Curvature of little finger,2
Q5562,Hypoplasia of penis,http://purl.obolibrary.org/obo/HP_0008736,Hypoplasia of penis,0,http://purl.obolibrary.org/obo/HP_0008736,Hypoplasia of penis,0
Q5563,Congenital torsion of penis,http://purl.obolibrary.org/obo/HP_0008736,Hypoplasia of penis,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q5564,Hidden penis,http://purl.obolibrary.org/obo/HP_0000040,Long penis,1,http://purl.obolibrary.org/obo/HP_0000040,Long penis,1
Q5569,Other congenital malformation of penis,http://purl.obolibrary.org/obo/MONDO_0016231,congenital malformation of capillary,2,http://purl.obolibrary.org/obo/HP_0008736,Hypoplasia of penis,3
Q557,Congenital vasocutaneous fistula,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000143,Rectovaginal fistula,2
Q558,Other specified congenital malformations of male genital organs,http://purl.obolibrary.org/obo/MONDO_0001496,stricture of male genital organs,4,http://purl.obolibrary.org/obo/HP_0000025,Functional abnormality of male internal genitalia,6
Q559,"Congenital malformation of male genital organ, unspecified",http://purl.obolibrary.org/obo/MONDO_0005836,"malignant neoplasm of male genital organ, site unspecified",3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,4
Q56,Indeterminate sex and pseudohermaphroditism,http://purl.obolibrary.org/obo/MONDO_0005518,indeterminate sex and pseudohermaphroditism,1,http://purl.obolibrary.org/obo/HP_0000037,Male pseudohermaphroditism,3
Q560,"Hermaphroditism, not elsewhere classified",http://purl.obolibrary.org/obo/MONDO_0021137,not rare,3,http://purl.obolibrary.org/obo/HP_0002039,Deliberately not eating,3
Q561,"Male pseudohermaphroditism, not elsewhere classified",http://purl.obolibrary.org/obo/HP_0000026,Male hypogonadism,4,http://purl.obolibrary.org/obo/HP_0000026,Male hypogonadism,4
Q562,"Female pseudohermaphroditism, not elsewhere classified",http://purl.obolibrary.org/obo/HP_0000134,Female hypogonadism,4,http://purl.obolibrary.org/obo/HP_0000134,Female hypogonadism,4
Q563,"Pseudohermaphroditism, unspecified",http://purl.obolibrary.org/obo/MONDO_0003472,"pediculosis, unspecified",1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q564,"Indeterminate sex, unspecified",http://purl.obolibrary.org/obo/MONDO_0001268,"gingival recession, unspecified",2,http://purl.obolibrary.org/obo/HP_0033570,Indeterminate ventricular axis,2
Q60,Renal agenesis and other reduction defects of kidney,http://purl.obolibrary.org/obo/MONDO_0002386,mixed epithelial and stromal tumor of kidney,5,http://purl.obolibrary.org/obo/HP_0000104,Renal agenesis,6
Q600,"Renal agenesis, unilateral",http://purl.obolibrary.org/obo/MONDO_0019636,"renal agenesis, unilateral",1,http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,2
Q601,"Renal agenesis, bilateral",http://purl.obolibrary.org/obo/MONDO_0015986,"renal agenesis, bilateral",1,http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,2
Q602,"Renal agenesis, unspecified",http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,2,http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,2
Q603,"Renal hypoplasia, unilateral",http://purl.obolibrary.org/obo/MONDO_0019979,"renal hypoplasia, unilateral",1,http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,2
Q604,"Renal hypoplasia, bilateral",http://purl.obolibrary.org/obo/MONDO_0019980,"renal hypoplasia, bilateral",1,http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,2
Q605,"Renal hypoplasia, unspecified",http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,2,http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,2
Q606,Potter's syndrome,http://purl.obolibrary.org/obo/MONDO_0001558,Potter's syndrome,0,http://purl.obolibrary.org/obo/HP_0000100,Nephrotic syndrome,1
Q61,Cystic kidney disease,http://purl.obolibrary.org/obo/MONDO_0000608,tubulointerstitial kidney disease,1,http://purl.obolibrary.org/obo/HP_0000107,Cystic kidney disease,0
Q610,Congenital renal cyst,http://purl.obolibrary.org/obo/MONDO_0002473,renal cyst,1,http://purl.obolibrary.org/obo/HP_0012581,Simple renal cyst,1
Q6100,"Congenital renal cyst, unspecified",http://purl.obolibrary.org/obo/CL_0005009,renal principal cell,3,http://purl.obolibrary.org/obo/HP_0000003,Multicystic renal dysplasia,3
Q6101,Congenital single renal cyst,http://purl.obolibrary.org/obo/MONDO_0002473,renal cyst,2,http://purl.obolibrary.org/obo/HP_0012581,Simple renal cyst,2
Q6102,Congenital multiple renal cysts,http://purl.obolibrary.org/obo/MONDO_0008485,multiple sebaceous cysts,2,http://purl.obolibrary.org/obo/HP_0000108,Corticomedullary renal cysts,2
Q611,"Polycystic kidney, infantile type",http://purl.obolibrary.org/obo/MONDO_0010006,"Sandhoff disease, infantile type",2,http://purl.obolibrary.org/obo/HP_0000006,Autosomal dominant type,3
Q6111,Cystic dilatation of collecting ducts,http://purl.obolibrary.org/obo/MONDO_0001273,dilatation of colon,3,http://purl.obolibrary.org/obo/HP_0000138,Cystic abnormalities of the ovaries,3
Q6119,"Other polycystic kidney, infantile type",http://purl.obolibrary.org/obo/MONDO_0008264,"polycystic kidneys, medullary type",3,http://purl.obolibrary.org/obo/HP_0000006,Autosomal dominant type,4
Q612,"Polycystic kidney, adult type",http://purl.obolibrary.org/obo/MONDO_0006065,lactose intolerance adult type,2,http://purl.obolibrary.org/obo/HP_0000006,Autosomal dominant type,3
Q613,"Polycystic kidney, unspecified",http://purl.obolibrary.org/obo/HP_0000113,Polycystic kidney dysplasia,2,http://purl.obolibrary.org/obo/HP_0000113,Polycystic kidney dysplasia,2
Q614,Renal dysplasia,http://purl.obolibrary.org/obo/HP_0000110,Renal dysplasia,0,http://purl.obolibrary.org/obo/HP_0000110,Renal dysplasia,0
Q615,Medullary cystic kidney,http://purl.obolibrary.org/obo/MONDO_0019005,medullary cystic kidney,1,http://purl.obolibrary.org/obo/HP_0008659,Medullary cystic disease,1
Q618,Other cystic kidney diseases,http://purl.obolibrary.org/obo/MONDO_0002473,cystic kidney disease,2,http://purl.obolibrary.org/obo/HP_0000003,Multicystic kidney dysplasia,3
Q619,"Cystic kidney disease, unspecified",http://purl.obolibrary.org/obo/MONDO_0005300,"kidney disease, chronic",2,http://purl.obolibrary.org/obo/HP_0000107,Cystic kidney disease,2
Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,http://purl.obolibrary.org/obo/MONDO_0020654,TCC of renal pelvis and ureter,6,http://purl.obolibrary.org/obo/HP_0000324,Asymmetry of right and left side of face,8
Q620,Congenital hydronephrosis,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q621,Congenital occlusion of ureter,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0000072,Swelling of ureter,2
Q6210,"Congenital occlusion of ureter, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q6211,Congenital occlusion of ureteropelvic junction,http://purl.obolibrary.org/obo/GO_0098975,postsynapse of neuromuscular junction,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q6212,Congenital occlusion of ureterovesical orifice,http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q622,Congenital megaureter,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0008676,Congenital megaureter,0
Q623,Other obstructive defects of renal pelvis and ureter,http://purl.obolibrary.org/obo/MONDO_0020654,TCC of renal pelvis and ureter,3,http://purl.obolibrary.org/obo/HP_0005580,Duplication of renal pelvis,5
Q6231,"Congenital ureterocele, orthotopic",http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q6232,Cecoureterocele,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q6239,Other obstructive defects of renal pelvis and ureter,http://purl.obolibrary.org/obo/MONDO_0020654,TCC of renal pelvis and ureter,3,http://purl.obolibrary.org/obo/HP_0005580,Duplication of renal pelvis,5
Q624,Agenesis of ureter,http://purl.obolibrary.org/obo/MONDO_0001399,leiomyoma of ureter,1,http://purl.obolibrary.org/obo/HP_0000072,Swelling of ureter,1
Q625,Duplication of ureter,http://purl.obolibrary.org/obo/MONDO_0001399,leiomyoma of ureter,1,http://purl.obolibrary.org/obo/HP_0000072,Swelling of ureter,1
Q626,Malposition of ureter,http://purl.obolibrary.org/obo/MONDO_0001399,leiomyoma of ureter,1,http://purl.obolibrary.org/obo/HP_0000072,Swelling of ureter,1
Q6260,"Malposition of ureter, unspecified",http://purl.obolibrary.org/obo/MONDO_0002246,"perichondritis of pinna, unspecified",2,http://purl.obolibrary.org/obo/HP_0000692,Malposition of teeth,2
Q6261,Deviation of ureter,http://purl.obolibrary.org/obo/MONDO_0001399,leiomyoma of ureter,1,http://purl.obolibrary.org/obo/HP_0000072,Swelling of ureter,1
Q6262,Displacement of ureter,http://purl.obolibrary.org/obo/MONDO_0001399,leiomyoma of ureter,1,http://purl.obolibrary.org/obo/HP_0000072,Swelling of ureter,1
Q6263,Anomalous implantation of ureter,http://purl.obolibrary.org/obo/MONDO_0001398,benign neoplasm of ureter,2,http://purl.obolibrary.org/obo/HP_0000072,Swelling of ureter,2
Q6269,Other malposition of ureter,http://purl.obolibrary.org/obo/MONDO_0001398,benign neoplasm of ureter,2,http://purl.obolibrary.org/obo/HP_0000072,Swelling of ureter,2
Q627,Congenital vesico-uretero-renal reflux,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000076,Vesicoureteral reflux,2
Q628,Other congenital malformations of ureter,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,3,http://purl.obolibrary.org/obo/HP_0000072,Swelling of ureter,3
Q63,Other congenital malformations of kidney,http://purl.obolibrary.org/obo/HP_0100542,Abnormal localization of kidney,3,http://purl.obolibrary.org/obo/HP_0100542,Abnormal localization of kidney,3
Q630,Accessory kidney,http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,1,http://purl.obolibrary.org/obo/HP_0000075,Extra kidney,1
Q631,"Lobulated, fused and horseshoe kidney",http://purl.obolibrary.org/obo/CHEBI_131927,dicarboxylic acids and O-substituted derivatives,4,http://purl.obolibrary.org/obo/HP_0000003,Multicystic dysplastic kidney,4
Q632,Ectopic kidney,http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,0,http://purl.obolibrary.org/obo/HP_0000086,Ectopic kidney,0
Q633,Hyperplastic and giant kidney,http://purl.obolibrary.org/obo/CHEBI_78616,carbohydrates and carbohydrate derivatives,3,http://purl.obolibrary.org/obo/HP_0000003,Multicystic dysplastic kidney,3
Q638,Other specified congenital malformations of kidney,http://purl.obolibrary.org/obo/HP_0100542,Abnormal localization of kidney,4,http://purl.obolibrary.org/obo/HP_0100542,Abnormal localization of kidney,4
Q639,"Congenital malformation of kidney, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q64,Other congenital malformations of urinary system,http://purl.obolibrary.org/obo/MONDO_0002118,disorder of urinary system,3,http://purl.obolibrary.org/obo/HP_0000079,Abnormality of the urinary system,4
Q640,Epispadias,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000039,Epispadias,0
Q641,Exstrophy of urinary bladder,http://purl.obolibrary.org/obo/MONDO_0001187,cancer of urinary bladder,1,http://purl.obolibrary.org/obo/HP_0000014,Abnormality of the bladder,2
Q6410,"Exstrophy of urinary bladder, unspecified",http://purl.obolibrary.org/obo/MONDO_0001187,cancer of urinary bladder,3,http://purl.obolibrary.org/obo/HP_0000002,Abnormality of body height,4
Q6412,Cloacal exstrophy of urinary bladder,http://purl.obolibrary.org/obo/MONDO_0000384,benign neoplasm of urinary bladder,2,http://purl.obolibrary.org/obo/HP_0000009,Functional abnormality of the bladder,3
Q6419,Other exstrophy of urinary bladder,http://purl.obolibrary.org/obo/MONDO_0000384,benign neoplasm of urinary bladder,2,http://purl.obolibrary.org/obo/HP_0000009,Functional abnormality of the bladder,3
Q642,Congenital posterior urethral valves,http://purl.obolibrary.org/obo/MONDO_0019640,congenital posterior urethral valves,1,http://purl.obolibrary.org/obo/HP_0010957,Congenital posterior urethral valve,1
Q643,Other atresia and stenosis of urethra and bladder neck,http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,5,http://purl.obolibrary.org/obo/HP_0002864,Paraganglioma of head and neck,6
Q6431,Congenital bladder neck obstruction,http://purl.obolibrary.org/obo/MONDO_0006679,bladder neck obstruction,1,http://purl.obolibrary.org/obo/HP_0000009,Poor bladder function,3
Q6432,Congenital stricture of urethra,http://purl.obolibrary.org/obo/CL_1000296,epithelial cell of urethra,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q6433,Congenital stricture of urinary meatus,http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q6439,Other atresia and stenosis of urethra and bladder neck,http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,5,http://purl.obolibrary.org/obo/HP_0002864,Paraganglioma of head and neck,6
Q644,Malformation of urachus,http://purl.obolibrary.org/obo/MONDO_0001378,cancer of urachus,1,http://purl.obolibrary.org/obo/HP_0000159,Malformation of lip,1
Q645,Congenital absence of bladder and urethra,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q646,Congenital diverticulum of bladder,http://purl.obolibrary.org/obo/MONDO_0007197,diverticulum of bladder,1,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q647,Other and unspecified congenital malformations of bladder and urethra,http://purl.obolibrary.org/obo/MONDO_0001628,cellulitis and abscess of finger and toe,6,http://purl.obolibrary.org/obo/HP_0000020,Loss of bladder control,7
Q6470,Unspecified congenital malformation of bladder and urethra,http://purl.obolibrary.org/obo/MONDO_0007110,"anemia, congenital hypoplastic, of Blackfan and Diamond",4,http://purl.obolibrary.org/obo/HP_0000020,Loss of bladder control,5
Q6471,Congenital prolapse of urethra,http://purl.obolibrary.org/obo/MONDO_0001514,prolapse of urethra,1,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q6472,Congenital prolapse of urinary meatus,http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
Q6473,Congenital urethrorectal fistula,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000143,Rectovaginal fistula,2
Q6474,Double urethra,http://purl.obolibrary.org/obo/HP_0010730,Double eyebrow,1,http://purl.obolibrary.org/obo/HP_0000073,Double ureter,1
Q6475,Double urinary meatus,http://purl.obolibrary.org/obo/CHEBI_84087,human urinary metabolite,2,http://purl.obolibrary.org/obo/HP_0000073,Double ureter,2
Q6479,Other congenital malformations of bladder and urethra,http://purl.obolibrary.org/obo/MONDO_0007110,"anemia, congenital hypoplastic, of Blackfan and Diamond",4,http://purl.obolibrary.org/obo/HP_0000020,Loss of bladder control,5
Q648,Other specified congenital malformations of urinary system,http://purl.obolibrary.org/obo/MONDO_0002118,disorder of urinary system,4,http://purl.obolibrary.org/obo/HP_0000079,Abnormality of the urinary system,5
Q649,"Congenital malformation of urinary system, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q65,Congenital deformities of hip,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q650,"Congenital dislocation of hip, unilateral",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,2
Q6500,"Congenital dislocation of unspecified hip, unilateral",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,4,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,3
Q6501,"Congenital dislocation of right hip, unilateral",http://purl.obolibrary.org/obo/CL_1000466,chromaffin cell of right ovary,4,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,3
Q6502,"Congenital dislocation of left hip, unilateral",http://purl.obolibrary.org/obo/CL_1000467,chromaffin cell of left ovary,4,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,3
Q651,"Congenital dislocation of hip, bilateral",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,2
Q652,"Congenital dislocation of hip, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,2
Q653,"Congenital partial dislocation of hip, unilateral",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,4,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,3
Q6530,"Congenital partial dislocation of unspecified hip, unilateral",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,5,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,4
Q6531,"Congenital partial dislocation of right hip, unilateral",http://purl.obolibrary.org/obo/CL_1000466,chromaffin cell of right ovary,5,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,4
Q6532,"Congenital partial dislocation of left hip, unilateral",http://purl.obolibrary.org/obo/CL_1000467,chromaffin cell of left ovary,5,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,4
Q654,"Congenital partial dislocation of hip, bilateral",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,4,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,3
Q655,"Congenital partial dislocation of hip, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,4,http://purl.obolibrary.org/obo/HP_0001374,Congenital dislocation of the hip,3
Q656,Congenital unstable hip,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q658,Other congenital deformities of hip,http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,2,http://purl.obolibrary.org/obo/HP_0002827,Dislocation of hip,3
Q6581,Congenital coxa valga,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0010665,Bilateral coxa valga,1
Q6582,Congenital coxa vara,http://purl.obolibrary.org/obo/MONDO_0007391,coxa vara,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q6589,Other specified congenital deformities of hip,http://purl.obolibrary.org/obo/MONDO_0017427,congenital deformities of limbs,3,http://purl.obolibrary.org/obo/HP_0002827,Dislocation of hip,4
Q659,"Congenital deformity of hip, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,3
