icd10_id,icd10_lbl,mondo/hbo urls,mondo/hpo labels
Q8781,Alport syndrome,"['http://purl.obolibrary.org/obo/MONDO_0010263', 'http://purl.obolibrary.org/obo/MONDO_0010520', 'http://purl.obolibrary.org/obo/MONDO_0008762', 'http://purl.obolibrary.org/obo/MONDO_0007086', 'http://purl.obolibrary.org/obo/MONDO_0008165', 'http://purl.obolibrary.org/obo/HP_0004445', 'http://purl.obolibrary.org/obo/MONDO_0015912']","['Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome', 'X-linked Alport syndrome', 'autosomal recessive Alport syndrome', 'autosomal dominant Alport syndrome', 'southeast Asian ovalocytosis', 'Elliptocytosis', 'macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss']"
Q8782,Arterial tortuosity syndrome,['http://purl.obolibrary.org/obo/MONDO_0008818'],['arterial tortuosity syndrome']
Q8789,"Other specified congenital malformation syndromes, not elsewhere classified","['http://purl.obolibrary.org/obo/MONDO_0017569', 'http://purl.obolibrary.org/obo/HP_0000750', 'http://purl.obolibrary.org/obo/MONDO_0018938', 'http://purl.obolibrary.org/obo/HP_0004969', 'http://purl.obolibrary.org/obo/MONDO_0019428', 'http://purl.obolibrary.org/obo/MONDO_0008115', 'http://purl.obolibrary.org/obo/HP_0011672', 'http://purl.obolibrary.org/obo/MONDO_0009452', 'http://purl.obolibrary.org/obo/MONDO_0010477', 'http://purl.obolibrary.org/obo/MONDO_0015193', 'http://purl.obolibrary.org/obo/HP_0001789', 'http://purl.obolibrary.org/obo/MONDO_0009626', 'http://purl.obolibrary.org/obo/MONDO_0009514', 'http://purl.obolibrary.org/obo/MONDO_0010851', 'http://purl.obolibrary.org/obo/MONDO_0011010', 'http://purl.obolibrary.org/obo/MONDO_0010754', 'http://purl.obolibrary.org/obo/MONDO_0021171', 'http://purl.obolibrary.org/obo/HP_0011224', 'http://purl.obolibrary.org/obo/MONDO_0009564', 'http://purl.obolibrary.org/obo/MONDO_0009145', 'http://purl.obolibrary.org/obo/MONDO_0010261', 'http://purl.obolibrary.org/obo/MONDO_0012650', 'http://purl.obolibrary.org/obo/MONDO_0010686', 'http://purl.obolibrary.org/obo/MONDO_0008743', 'http://purl.obolibrary.org/obo/MONDO_0010664', 'http://purl.obolibrary.org/obo/MONDO_0009104', 'http://purl.obolibrary.org/obo/MONDO_0008999', 'http://purl.obolibrary.org/obo/MONDO_0015526', 'http://purl.obolibrary.org/obo/MONDO_0013673', 'http://purl.obolibrary.org/obo/MONDO_0010091', 'http://purl.obolibrary.org/obo/MONDO_0015285', 'http://purl.obolibrary.org/obo/MONDO_0007395', 'http://purl.obolibrary.org/obo/MONDO_0012164', 'http://purl.obolibrary.org/obo/MONDO_0018946', 'http://purl.obolibrary.org/obo/MONDO_0019171', 'http://purl.obolibrary.org/obo/HP_0002305', 'http://purl.obolibrary.org/obo/MONDO_0017435', 'http://purl.obolibrary.org/obo/MONDO_0044001', 'http://purl.obolibrary.org/obo/HP_0000410', 'http://purl.obolibrary.org/obo/MONDO_0009052', 'http://purl.obolibrary.org/obo/MONDO_0009490', 'http://purl.obolibrary.org/obo/MONDO_0008305', 'http://purl.obolibrary.org/obo/MONDO_0011827', 'http://purl.obolibrary.org/obo/HP_0001643', 'http://purl.obolibrary.org/obo/MONDO_0010505', 'http://purl.obolibrary.org/obo/MONDO_0011510', 'http://purl.obolibrary.org/obo/MONDO_0001713', 'http://purl.obolibrary.org/obo/MONDO_0009583', 'http://purl.obolibrary.org/obo/MONDO_0007400', 'http://purl.obolibrary.org/obo/MONDO_0020212', 'http://purl.obolibrary.org/obo/MONDO_0011686', 'http://purl.obolibrary.org/obo/MONDO_0007688', 'http://purl.obolibrary.org/obo/MONDO_0011053', 'http://purl.obolibrary.org/obo/MONDO_0007804', 'http://purl.obolibrary.org/obo/MONDO_0800445', 'http://purl.obolibrary.org/obo/MONDO_0007334', 'http://purl.obolibrary.org/obo/HP_0000133', 'http://purl.obolibrary.org/obo/MONDO_0000476', 'http://purl.obolibrary.org/obo/HP_0007325', 'http://purl.obolibrary.org/obo/MONDO_0000200', 'http://purl.obolibrary.org/obo/MONDO_0016575', 'http://purl.obolibrary.org/obo/HP_0012265', 'http://purl.obolibrary.org/obo/MONDO_0009022', 'http://purl.obolibrary.org/obo/HP_0001274', 'http://purl.obolibrary.org/obo/MONDO_0027407', 'http://purl.obolibrary.org/obo/MONDO_0010545', 'http://purl.obolibrary.org/obo/MONDO_0012032', 'http://purl.obolibrary.org/obo/MONDO_0009272', 'http://purl.obolibrary.org/obo/MONDO_0017148', 'http://purl.obolibrary.org/obo/MONDO_0002010', 'http://purl.obolibrary.org/obo/HP_0002223', 'http://purl.obolibrary.org/obo/MONDO_0010557', 'http://purl.obolibrary.org/obo/HP_0001139', 'http://purl.obolibrary.org/obo/MONDO_0008824', 'http://purl.obolibrary.org/obo/HP_0001989', 'http://purl.obolibrary.org/obo/MONDO_0010765', 'http://purl.obolibrary.org/obo/MONDO_0018053', 'http://purl.obolibrary.org/obo/MONDO_0008864', 'http://purl.obolibrary.org/obo/MONDO_0010653', 'http://purl.obolibrary.org/obo/MONDO_0001076', 'http://purl.obolibrary.org/obo/HP_0001347', 'http://purl.obolibrary.org/obo/MONDO_0008992', 'http://purl.obolibrary.org/obo/MONDO_0008984', 'http://purl.obolibrary.org/obo/MONDO_0015944', 'http://purl.obolibrary.org/obo/MONDO_0008879', 'http://purl.obolibrary.org/obo/MONDO_0016256', 'http://purl.obolibrary.org/obo/MONDO_0015780', 'http://purl.obolibrary.org/obo/MONDO_0011365', 'http://purl.obolibrary.org/obo/MONDO_0009143', 'http://purl.obolibrary.org/obo/MONDO_0010220', 'http://purl.obolibrary.org/obo/MONDO_0017045', 'http://purl.obolibrary.org/obo/MONDO_0000179', 'http://purl.obolibrary.org/obo/MONDO_0009495', 'http://purl.obolibrary.org/obo/MONDO_0009491', 'http://purl.obolibrary.org/obo/MONDO_0008111', 'http://purl.obolibrary.org/obo/MONDO_0012856', 'http://purl.obolibrary.org/obo/HP_0030436', 'http://purl.obolibrary.org/obo/MONDO_0009901', 'http://purl.obolibrary.org/obo/MONDO_0010278', 'http://purl.obolibrary.org/obo/MONDO_0009026', 'http://purl.obolibrary.org/obo/MONDO_0007383', 'http://purl.obolibrary.org/obo/MONDO_0008763', 'http://purl.obolibrary.org/obo/MONDO_0100216', 'http://purl.obolibrary.org/obo/MONDO_0008429', 'http://purl.obolibrary.org/obo/MONDO_0007485', 'http://purl.obolibrary.org/obo/MONDO_0009094', 'http://purl.obolibrary.org/obo/MONDO_0017849', 'http://purl.obolibrary.org/obo/MONDO_0009990', 'http://purl.obolibrary.org/obo/MONDO_0009449', 'http://purl.obolibrary.org/obo/MONDO_0011731', 'http://purl.obolibrary.org/obo/HP_0012024', 'http://purl.obolibrary.org/obo/MONDO_0008222', 'http://purl.obolibrary.org/obo/MONDO_0009742', 'http://purl.obolibrary.org/obo/MONDO_0008016', 'http://purl.obolibrary.org/obo/MONDO_0007226', 'http://purl.obolibrary.org/obo/MONDO_0009053', 'http://purl.obolibrary.org/obo/MONDO_0010284', 'http://purl.obolibrary.org/obo/MONDO_0019420', 'http://purl.obolibrary.org/obo/MONDO_0009514', 'http://purl.obolibrary.org/obo/MONDO_0009771', 'http://purl.obolibrary.org/obo/MONDO_0009367', 'http://purl.obolibrary.org/obo/HP_0200016', 'http://purl.obolibrary.org/obo/MONDO_0009036', 'http://purl.obolibrary.org/obo/MONDO_0009437', 'http://purl.obolibrary.org/obo/MONDO_0008850', 'http://purl.obolibrary.org/obo/MONDO_0008885', 'http://purl.obolibrary.org/obo/MONDO_0011157', 'http://purl.obolibrary.org/obo/MONDO_0008396', 'http://purl.obolibrary.org/obo/MONDO_0017398', 'http://purl.obolibrary.org/obo/MONDO_0007621', 'http://purl.obolibrary.org/obo/MONDO_0018178', 'http://purl.obolibrary.org/obo/HP_0002593', 'http://purl.obolibrary.org/obo/MONDO_0009822', 'http://purl.obolibrary.org/obo/MONDO_0018954', 'http://purl.obolibrary.org/obo/HP_0003768', 'http://purl.obolibrary.org/obo/MONDO_0018878', 'http://purl.obolibrary.org/obo/MONDO_0007837', 'http://purl.obolibrary.org/obo/HP_0002750', 'http://purl.obolibrary.org/obo/MONDO_0008694', 'http://purl.obolibrary.org/obo/MONDO_0018491']","['de Barsy syndrome', 'Delayed speech and language development', 'mucopolysaccharidosis type 4', 'Peripheral pulmonary artery stenosis', 'fried syndrome', 'Feingold syndrome type 1', 'Cardiac myxoma', 'Vici syndrome', 'blepharophimosis - intellectual disability syndrome, MKB type', 'hydrops fetalis', 'Hydrops fetalis', 'pseudo-TORCH syndrome', 'Laurence-Moon syndrome', 'Lowry-MacLean syndrome', 'Matthew-Wood syndrome', 'van den Bosch syndrome', 'Timothy syndrome, classic type', 'Ablepharon', 'Marden-Walker syndrome', 'SchC6pf-Schulz-Passarge syndrome', 'microphthalmia, syndromic 2', 'Cernunnos-XLF deficiency', 'N syndrome', 'Stimmler syndrome', 'syndromic X-linked intellectual disability Snyder type', 'Donnai-Barrow syndrome', 'Cohen syndrome', 'cold-induced sweating syndrome', 'Wolfram-like syndrome', 'Cold-induced sweating syndrome 1', 'Carney complex', 'craniofacial-deafness-hand syndrome', 'Meacham syndrome', 'rhombencephalosynapsis', 'familial long QT syndrome', 'Athetosis', 'popliteal pterygium syndrome', 'hearing loss, mixed conductive-sensorineural', 'Mixed hearing impairment', 'cutis laxa, autosomal recessive, type 1A', 'Papillon-Lefevre disease', 'Currarino triad', 'patent ductus arteriosus', 'Patent ductus arteriosus', 'intellectual disability-balding-patella luxation-acromicria syndrome', 'Bohring-Opitz syndrome', 'inherited aplastic anemia', 'blepharophimosis - intellectual disability syndrome, Ohdo type', 'Jackson-Weiss syndrome', 'superficial corneal dystrophy', 'DNA ligase IV deficiency', 'Myhre syndrome', 'intellectual disability-sparse hair-brachydactyly syndrome', 'Pallister-Hall syndrome', 'Birt-Hogg-Dube syndrome 1', 'autosomal dominant popliteal pterygium syndrome', 'Gonadal dysgenesis', 'generalized dystonia', 'Generalized dystonia', 'Zimmermann-Laband syndrome', 'primary ciliary dyskinesia', 'Ciliary dyskinesia', 'corpus callosum, agenesis of', 'Agenesis of corpus callosum', 'Kleefstra syndrome 1', 'Nance-Horan syndrome', 'Braddock syndrome', 'German syndrome', 'heritable pulmonary arterial hypertension', 'FG syndrome', 'Absent eyebrow', 'choroideremia', 'Choroideremia', 'fetal akinesia deformation sequence', 'Fetal akinesia sequence', '46,XY complete gonadal dysgenesis', 'trichothiodystrophy', 'Biemond syndrome type 2', 'Renpenning syndrome', 'glucose intolerance', 'Hyperreflexia', 'Juberg-Hayward syndrome', 'ciliary discoordination due to random ciliary orientation', 'axial mesodermal dysplasia spectrum', 'Bowen-Conradi syndrome', 'Hennekam syndrome', 'dyskeratosis congenita', 'blepharophimosis - intellectual disability syndrome, SBBYS type', 'Meier-Gorlin syndrome 1', 'Young syndrome', 'neuroectodermal-endocrine syndrome', 'Neu-Laxova syndrome', 'Keutel syndrome', 'Haim-Munk syndrome', 'oculodentodigital dysplasia', 'Birk-Barel syndrome', 'Fibrofolliculoma', 'Bartsocas-Papas syndrome 1', 'Christianson syndrome', 'Costello syndrome', 'Stern-Lubinsky-Durrie syndrome', 'Alstrom syndrome', 'DICER1-related tumor predisposition', 'Singleton-Merten dysplasia', 'dyskeratosis congenita, autosomal dominant 1', 'dermochondrocorneal dystrophy', 'Siegler-Brewer-Carey syndrome', 'Revesz syndrome', 'ciliary dyskinesia with defective radial spokes', 'glucose-galactose malabsorption', 'Hypergalactosemia', 'Andersen-Tawil syndrome', 'neuroectodermal melanolysosomal disease', 'trismus-pseudocamptodactyly syndrome', 'brachydactyly-nystagmus-cerebellar ataxia syndrome', 'ALDH18A1-related de Barsy syndrome', 'Armfield syndrome', 'X-linked intellectual disability, Pai type', 'Laurence-Moon syndrome', 'oculotrichodysplasia', 'McKusick-Kaufman syndrome', 'Acrokeratosis', 'cardiocranial syndrome, Pfeiffer type', 'Bamforth-Lazarus syndrome', 'Cooper-Jabs syndrome', 'Elsahy-Waters syndrome', 'Gomez-Lopez-Hernandez syndrome', 'oculodental syndrome, Rutherfurd type', '3MC syndrome', 'Floating-Harbor syndrome', 'intestinal lymphangiectasia', 'Intestinal lymphangiectasia', 'otoonychoperoneal syndrome', 'Loeys-Dietz syndrome', 'Periodic paralysis', 'branchiootic syndrome', 'Johnson neuroectodermal syndrome', 'Delayed skeletal maturation', 'pseudoprogeria syndrome', '3-phosphoglycerate dehydrogenase deficiency']"
Q890,Congenital absence and malformations of spleen,"['http://purl.obolibrary.org/obo/MONDO_0010029', 'http://purl.obolibrary.org/obo/HP_0030853', 'http://purl.obolibrary.org/obo/HP_0001746', 'http://purl.obolibrary.org/obo/MONDO_0010066', 'http://purl.obolibrary.org/obo/HP_0009799', 'http://purl.obolibrary.org/obo/MONDO_0016577', 'http://purl.obolibrary.org/obo/HP_0001746', 'http://purl.obolibrary.org/obo/HP_0010452', 'http://purl.obolibrary.org/obo/HP_0001746']","['situs inversus', 'Heterotaxy', 'Asplenia', 'familial isolated congenital asplenia', 'Supernumerary spleens', 'biliary atresia with splenic malformation syndrome', 'Asplenia', 'Ectopia of the spleen', 'Asplenia']"
Q8901,Asplenia (congenital),"['http://purl.obolibrary.org/obo/HP_0001746', 'http://purl.obolibrary.org/obo/HP_0001746', 'http://purl.obolibrary.org/obo/MONDO_0007989', 'http://purl.obolibrary.org/obo/HP_0007728', 'http://purl.obolibrary.org/obo/HP_0001746', 'http://purl.obolibrary.org/obo/MONDO_0014097', 'http://purl.obolibrary.org/obo/HP_0004389', 'http://purl.obolibrary.org/obo/MONDO_0008497', 'http://purl.obolibrary.org/obo/MONDO_0010029', 'http://purl.obolibrary.org/obo/HP_0030853', 'http://purl.obolibrary.org/obo/HP_0000776', 'http://purl.obolibrary.org/obo/MONDO_0015183', 'http://purl.obolibrary.org/obo/MONDO_0010066']","['Asplenia', 'Asplenia', 'congenital microcoria', 'Congenital miosis', 'Asplenia', 'congenital short bowel syndrome', 'Intestinal pseudo-obstruction', 'Stormorken syndrome', 'situs inversus', 'Heterotaxy', 'Congenital diaphragmatic hernia', 'short bowel syndrome', 'familial isolated congenital asplenia']"
Q8909,Congenital malformations of spleen,"['http://purl.obolibrary.org/obo/MONDO_0018677', 'http://purl.obolibrary.org/obo/HP_0030853', 'http://purl.obolibrary.org/obo/HP_0010452', 'http://purl.obolibrary.org/obo/MONDO_0008460', 'http://purl.obolibrary.org/obo/HP_0009799', 'http://purl.obolibrary.org/obo/HP_0000347', 'http://purl.obolibrary.org/obo/MONDO_0016577', 'http://purl.obolibrary.org/obo/MONDO_0010029', 'http://purl.obolibrary.org/obo/HP_0030853', 'http://purl.obolibrary.org/obo/HP_0030423', 'http://purl.obolibrary.org/obo/MONDO_0008867', 'http://purl.obolibrary.org/obo/HP_0005912']","['visceral heterotaxy', 'Heterotaxy', 'Ectopia of the spleen', 'splenogonadal fusion-limb defects-micrognathia syndrome', 'Supernumerary spleens', 'Micrognathia', 'biliary atresia with splenic malformation syndrome', 'situs inversus', 'Heterotaxy', 'Splenic cyst', 'biliary atresia', 'Biliary atresia']"
Q891,Congenital malformations of adrenal gland,"['http://purl.obolibrary.org/obo/MONDO_0013873', 'http://purl.obolibrary.org/obo/HP_0011743', 'http://purl.obolibrary.org/obo/HP_0011742', 'http://purl.obolibrary.org/obo/MONDO_0010264', 'http://purl.obolibrary.org/obo/HP_0008244', 'http://purl.obolibrary.org/obo/MONDO_0037807', 'http://purl.obolibrary.org/obo/HP_0011743', 'http://purl.obolibrary.org/obo/MONDO_0012734', 'http://purl.obolibrary.org/obo/MONDO_0010613']","['IMAGe syndrome', 'Adrenal gland agenesis', 'Ectopic adrenal gland', 'X-linked adrenal hypoplasia congenita', 'Congenital adrenal hypoplasia', 'glycerol metabolism disease', 'Adrenal gland agenesis', 'SERKAL syndrome', 'inborn glycerol kinase deficiency']"
Q892,Congenital malformations of other endocrine glands,"['http://purl.obolibrary.org/obo/HP_0100029', 'http://purl.obolibrary.org/obo/HP_0005359', 'http://purl.obolibrary.org/obo/MONDO_0016390', 'http://purl.obolibrary.org/obo/MONDO_0006833', 'http://purl.obolibrary.org/obo/MONDO_0018612', 'http://purl.obolibrary.org/obo/HP_0000851', 'http://purl.obolibrary.org/obo/MONDO_0000455', 'http://purl.obolibrary.org/obo/MONDO_0019828', 'http://purl.obolibrary.org/obo/HP_0011755', 'http://purl.obolibrary.org/obo/MONDO_0010129', 'http://purl.obolibrary.org/obo/HP_0100028', 'http://purl.obolibrary.org/obo/HP_0008211', 'http://purl.obolibrary.org/obo/MONDO_0009985', 'http://purl.obolibrary.org/obo/HP_0005359', 'http://purl.obolibrary.org/obo/HP_0000778', 'http://purl.obolibrary.org/obo/MONDO_0006460', 'http://purl.obolibrary.org/obo/HP_0010518', 'http://purl.obolibrary.org/obo/MONDO_0045046', 'http://purl.obolibrary.org/obo/MONDO_0012980', 'http://purl.obolibrary.org/obo/MONDO_0008565', 'http://purl.obolibrary.org/obo/HP_0000110', 'http://purl.obolibrary.org/obo/MONDO_0018612', 'http://purl.obolibrary.org/obo/HP_0000851']","['Lingual thyroid', 'Aplasia of the thymus', 'familial hypoparathyroidism', 'lingual goiter', 'congenital hypothyroidism', 'Congenital hypothyroidism', 'cone dystrophy', 'pituitary stalk interruption syndrome', 'Ectopic posterior pituitary', 'thymic-renal-anal-lung dysplasia', 'Ectopic thyroid', 'Parathyroid agenesis', 'retinohepatoendocrinologic syndrome', 'Aplasia of the thymus', 'Hypoplasia of the thymus', 'thyroglossal duct cyst', 'Thyroglossal cyst', 'inherited thyroid metabolism disease', 'endocrine-cerebro-osteodysplasia syndrome', 'familial thyroglossal duct cyst', 'Renal dysplasia', 'congenital hypothyroidism', 'Congenital hypothyroidism']"
Q893,Situs inversus,"['http://purl.obolibrary.org/obo/HP_0000347', 'http://purl.obolibrary.org/obo/MONDO_0016575', 'http://purl.obolibrary.org/obo/HP_0012265', 'http://purl.obolibrary.org/obo/HP_0003363', 'http://purl.obolibrary.org/obo/MONDO_0019862', 'http://purl.obolibrary.org/obo/MONDO_0015449', 'http://purl.obolibrary.org/obo/MONDO_0016575', 'http://purl.obolibrary.org/obo/MONDO_0015661', 'http://purl.obolibrary.org/obo/HP_0001651', 'http://purl.obolibrary.org/obo/MONDO_0010029', 'http://purl.obolibrary.org/obo/HP_0030853', 'http://purl.obolibrary.org/obo/MONDO_0018677', 'http://purl.obolibrary.org/obo/HP_0030853']","['Micrognathia', 'primary ciliary dyskinesia', 'Ciliary dyskinesia', 'Abdominal situs inversus', 'levocardia', 'criss-cross heart', 'primary ciliary dyskinesia', 'dextrocardia', 'Dextrocardia', 'situs inversus', 'Heterotaxy', 'visceral heterotaxy', 'Heterotaxy']"
Q894,Conjoined twins,"['http://purl.obolibrary.org/obo/MONDO_0015386', 'http://purl.obolibrary.org/obo/HP_0030767', 'http://purl.obolibrary.org/obo/MONDO_0015672', 'http://purl.obolibrary.org/obo/MONDO_0011928']","['epignathus', 'Epignathus', 'diprosopus', 'caudal duplication']"
Q897,"Multiple congenital malformations, not elsewhere classified","['http://purl.obolibrary.org/obo/MONDO_0017437', 'http://purl.obolibrary.org/obo/MONDO_0010004', 'http://purl.obolibrary.org/obo/MONDO_0019765', 'http://purl.obolibrary.org/obo/HP_0100657', 'http://purl.obolibrary.org/obo/MONDO_0021172', 'http://purl.obolibrary.org/obo/MONDO_0014379', 'http://purl.obolibrary.org/obo/MONDO_0017419', 'http://purl.obolibrary.org/obo/HP_0009827', 'http://purl.obolibrary.org/obo/MONDO_0008853', 'http://purl.obolibrary.org/obo/MONDO_0009203', 'http://purl.obolibrary.org/obo/MONDO_0007861', 'http://purl.obolibrary.org/obo/MONDO_0000463', 'http://purl.obolibrary.org/obo/MONDO_0010742', 'http://purl.obolibrary.org/obo/MONDO_0011788', 'http://purl.obolibrary.org/obo/MONDO_0019171', 'http://purl.obolibrary.org/obo/MONDO_0017415', 'http://purl.obolibrary.org/obo/MONDO_0006037', 'http://purl.obolibrary.org/obo/MONDO_0009722', 'http://purl.obolibrary.org/obo/HP_0002304', 'http://purl.obolibrary.org/obo/MONDO_0007480', 'http://purl.obolibrary.org/obo/MONDO_0008868', 'http://purl.obolibrary.org/obo/MONDO_0009668', 'http://purl.obolibrary.org/obo/MONDO_0008283', 'http://purl.obolibrary.org/obo/HP_0100663', 'http://purl.obolibrary.org/obo/HP_0030779', 'http://purl.obolibrary.org/obo/MONDO_0009406', 'http://purl.obolibrary.org/obo/MONDO_0017123']","['amelia of upper limb', 'EEC syndrome', 'obsolete celosomia', 'Thoracoabdominal eventration', 'Timothy syndrome, atypical type', 'ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder', 'non-syndromic amelia', 'Amelia', 'Barber-Say syndrome', 'focal facial dermal dysplasia type III', 'isolated cloverleaf skull syndrome', 'Ochoa syndrome', 'pentalogy of Cantrell', 'cloverleaf skull-multiple congenital anomalies syndrome', 'familial long QT syndrome', 'multiple pterygium syndrome', 'hydrolethalus syndrome', 'Bailey-Bloch congenital myopathy', 'Akinesia', 'dwarfism with stiff joints and ocular abnormalities', 'biliary malformation with renal tubular insufficiency', 'lethal multiple pterygium syndrome', 'Cronkhite-Canada syndrome', 'Synotia', 'Ethmocephaly', 'hypertrichotic osteochondrodysplasia Cantu type', 'arthrogryposis-renal dysfunction-cholestasis syndrome']"
Q898,Other specified congenital malformations,"['http://purl.obolibrary.org/obo/HP_0002267', 'http://purl.obolibrary.org/obo/MONDO_0009857', 'http://purl.obolibrary.org/obo/MONDO_0012155', 'http://purl.obolibrary.org/obo/HP_0000453', 'http://purl.obolibrary.org/obo/HP_0100245', 'http://purl.obolibrary.org/obo/HP_0100245', 'http://purl.obolibrary.org/obo/MONDO_0018800', 'http://purl.obolibrary.org/obo/MONDO_0022357', 'http://purl.obolibrary.org/obo/HP_0001336', 'http://purl.obolibrary.org/obo/MONDO_0016512', 'http://purl.obolibrary.org/obo/MONDO_0010561', 'http://purl.obolibrary.org/obo/MONDO_0043096', 'http://purl.obolibrary.org/obo/MONDO_0008965', 'http://purl.obolibrary.org/obo/MONDO_0009962', 'http://purl.obolibrary.org/obo/MONDO_0010029', 'http://purl.obolibrary.org/obo/HP_0030853', 'http://purl.obolibrary.org/obo/MONDO_0009185', 'http://purl.obolibrary.org/obo/MONDO_0019354', 'http://purl.obolibrary.org/obo/MONDO_0010537', 'http://purl.obolibrary.org/obo/MONDO_0018677', 'http://purl.obolibrary.org/obo/HP_0030853', 'http://purl.obolibrary.org/obo/MONDO_0019765', 'http://purl.obolibrary.org/obo/HP_0100657', 'http://purl.obolibrary.org/obo/MONDO_0009926', 'http://purl.obolibrary.org/obo/MONDO_0017623', 'http://purl.obolibrary.org/obo/MONDO_0015672', 'http://purl.obolibrary.org/obo/MONDO_0010111', 'http://purl.obolibrary.org/obo/MONDO_0018094', 'http://purl.obolibrary.org/obo/MONDO_0021022', 'http://purl.obolibrary.org/obo/MONDO_0013127', 'http://purl.obolibrary.org/obo/MONDO_0009885', 'http://purl.obolibrary.org/obo/MONDO_0100354', 'http://purl.obolibrary.org/obo/MONDO_0015408', 'http://purl.obolibrary.org/obo/MONDO_0015167', 'http://purl.obolibrary.org/obo/MONDO_0015293', 'http://purl.obolibrary.org/obo/MONDO_0009227', 'http://purl.obolibrary.org/obo/HP_0001528', 'http://purl.obolibrary.org/obo/HP_0000366', 'http://purl.obolibrary.org/obo/MONDO_0000171', 'http://purl.obolibrary.org/obo/MONDO_0008426', 'http://purl.obolibrary.org/obo/MONDO_0010207']","['Exaggerated startle response', 'persistent Mullerian duct syndrome', 'choanal atresia', 'Choanal atresia', 'Gastrointestinal desmoid tumor', 'Gastrointestinal desmoid tumor', 'Kallmann syndrome', 'congenital acardia', 'Myoclonus', 'Kabuki syndrome', 'Coffin-Lowry syndrome', 'holoacardius amorphus', 'CHARGE syndrome', 'Senior-Loken syndrome 1', 'situs inversus', 'Heterotaxy', 'amelocerebrohypohidrotic syndrome', 'Stickler syndrome', 'Borjeson-Forssman-Lehmann syndrome', 'visceral heterotaxy', 'Heterotaxy', 'obsolete celosomia', 'Thoracoabdominal eventration', 'autosomal recessive multiple pterygium syndrome', 'PTEN hamartoma tumor syndrome', 'diprosopus', 'odontotrichomelic syndrome', 'Waardenburg syndrome', 'hereditary hyperekplexia', 'asphyxiating thoracic dystrophy 3', 'Scott syndrome', 'megacystis-microcolon-intestinal hypoperistalsis syndrome 1', 'diffuse lymphatic malformation', 'amniotic band syndrome', 'segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome', 'myofibromatosis, infantile, 1', 'Hemihypertrophy', 'Abnormality of the nose', 'muscular dystrophy-dystroglycanopathy, type A', 'Shprintzen-Goldberg syndrome', 'wooly hair-hypotrichosis-everted lower lip-outstanding ears syndrome']"
Q899,"Congenital malformation, unspecified","['http://purl.obolibrary.org/obo/MONDO_0005518', 'http://purl.obolibrary.org/obo/MONDO_0016242', 'http://purl.obolibrary.org/obo/HP_0010636', 'http://purl.obolibrary.org/obo/HP_0004859', 'http://purl.obolibrary.org/obo/MONDO_0016378', 'http://purl.obolibrary.org/obo/MONDO_0000839', 'http://purl.obolibrary.org/obo/HP_0000768', 'http://purl.obolibrary.org/obo/MONDO_0019537', 'http://purl.obolibrary.org/obo/MONDO_0011036', 'http://purl.obolibrary.org/obo/MONDO_0019755', 'http://purl.obolibrary.org/obo/MONDO_0016243']","['pseudohermaphroditism', 'hemoglobin C disease', 'Schizencephaly', 'Amegakaryocytic thrombocytopenia', 'maternal hyperthermia induced birth defects', 'obsolete congenital abnormality', 'Pectus carinatum', 'hemoglobin D disease', 'porencephaly-cerebellar hypoplasia-internal malformations syndrome', 'developmental defect during embryogenesis', 'hemoglobin E disease']"
Q900,"Trisomy 21, nonmosaicism (meiotic nondisjunction)",['http://purl.obolibrary.org/obo/MONDO_0008608'],['Down syndrome']
Q901,"Trisomy 21, mosaicism (mitotic nondisjunction)",['http://purl.obolibrary.org/obo/MONDO_0008608'],['Down syndrome']
Q902,"Trisomy 21, translocation",['http://purl.obolibrary.org/obo/MONDO_0008608'],['Down syndrome']
Q909,"Down syndrome, unspecified","['http://purl.obolibrary.org/obo/MONDO_0008608', 'http://purl.obolibrary.org/obo/MONDO_0008040', 'http://purl.obolibrary.org/obo/HP_0200039', 'http://purl.obolibrary.org/obo/MONDO_0006829']","['Down syndrome', 'transient myeloproliferative syndrome', 'Pustule', 'leukemoid reaction']"
Q910,"Trisomy 18, nonmosaicism (meiotic nondisjunction)",['http://purl.obolibrary.org/obo/MONDO_0018071'],['trisomy 18']
Q911,"Trisomy 18, mosaicism (mitotic nondisjunction)",['http://purl.obolibrary.org/obo/MONDO_0018071'],['trisomy 18']
Q913,"Trisomy 18, unspecified",['http://purl.obolibrary.org/obo/MONDO_0018071'],['trisomy 18']
Q914,"Trisomy 13, nonmosaicism (meiotic nondisjunction)",['http://purl.obolibrary.org/obo/MONDO_0018068'],['trisomy 13']
Q915,"Trisomy 13, mosaicism (mitotic nondisjunction)",['http://purl.obolibrary.org/obo/MONDO_0018068'],['trisomy 13']
Q917,"Trisomy 13, unspecified",['http://purl.obolibrary.org/obo/MONDO_0018068'],['trisomy 13']
